条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.292,52,48,14,2,0,2,10,3,0,1,0
対左打者,0.379,63,58,22,5,2,0,9,4,1,0,0
