種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,3.63,10,10,0,4,5,0,0,0,0,0,0,62.0,57,5,46,15,0,25,25,1.16,0.246,3.51,-
Visitor,2.44,8,8,0,3,2,0,0,0,0,0,0,44.1,49,3,31,9,0,18,12,1.31,0.274,3.88,-
