チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,3.90,5,5,0,1,3,0,0,0,0,0,0,30.0,33,5,23,7,0,18,13,1.33,0.266,2.18,-
日本ハム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ロッテ,5.16,4,4,0,2,2,0,0,0,0,0,0,22.2,25,3,20,6,0,13,13,1.37,0.284,5.14,-
楽天,2.12,6,6,0,2,1,0,0,0,0,0,0,34.0,36,0,24,7,0,9,8,1.26,0.279,3.25,-
西武,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
