チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
ソフトバンク,2.67,7,7,0,3,3,0,0,0,0,0,0,54.0,44,6,52,8,0,17,16,0.96,0.22,2.53,-
ロッテ,2.79,6,6,0,2,2,0,0,0,0,0,0,42.0,39,4,44,6,1,16,13,1.07,0.248,4.5,-
楽天,2.14,6,6,0,4,0,0,0,0,0,0,0,42.0,36,2,49,7,2,10,10,1.02,0.231,5.4,-
オリックス,2.0,4,4,0,3,1,0,0,0,0,0,0,27.0,29,1,20,4,3,7,6,1.22,0.271,6.83,-
西武,2.25,1,1,0,1,0,0,0,0,0,0,0,8.0,7,1,12,1,1,2,2,1.0,0.212,5.0,-
