種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,3.64,11,11,0,3,5,0,0,0,0,0,0,76.2,78,7,79,13,3,32,31,1.19,0.265,3.55,-
Visitor,1.8,16,16,0,11,3,0,0,0,0,0,0,120.0,101,8,116,16,5,28,24,0.97,0.224,4.43,-
