防御率2.52,試合27,先発27,救援0,連投(試)1,連投(日)1,勝利14,敗戦8,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投6,完封1,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
.636,196.2,797,2986,15.2,179,15,195,29,3,8,4,0,60,55,1.06,81.5%
