球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,15,68.2%,150.3,1,5,3,4,60.0%,16.7%,.333,3,1,0,2,0,0
シンカー,5,22.7%,128.6,2,0,0,3,40.0%,100.0%,-,0,0,0,0,1,0
フォーク,2,9.1%,142.0,0,0,0,2,0.0%,-%,-,0,0,0,0,0,0
