球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,349,34.4%,146.0,14,70,84,105,48.1%,8.0%,0.341,82,28,4,9,2,2
フォーク,170,16.7%,133.5,27,15,29,66,41.8%,30.3%,0.186,43,8,0,11,3,0
チェンジアップ,165,16.2%,119.5,27,29,27,55,50.3%,33.3%,0.176,34,6,0,7,1,0
カットボール,99,9.7%,140.4,9,18,26,25,53.5%,16.1%,0.16,25,4,1,4,2,0
スライダー,90,8.9%,129.1,7,17,9,29,36.7%,15.9%,0.355,31,11,1,3,1,0
カーブ,56,5.5%,104.7,4,11,6,29,37.5%,25.0%,0.167,6,1,0,0,0,0
シュート,52,5.1%,144.0,3,3,15,18,40.4%,9.7%,0.2,15,3,0,2,0,0
ワンシーム,35,3.4%,140.6,1,8,11,7,57.1%,5.0%,0.25,8,2,0,0,0,0
