0
最終登板
連投状況
9/28
試:0連投中日:0連投中
登録状況
△4/9登録
▼4/10抹消
△5/5登録
▼5/17抹消
△7/21登録
▼8/16抹消
△8/27登録
▼10/3抹消
△10/19登録
""
