チーム,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
日本ハム,1.5,1,1,0,0,0,0,0,0,0,0,0,6.0,7,0,3,0,1,3,1,1.17,0.304,2.57,-
ロッテ,3.0,1,1,0,1,0,0,0,0,0,0,0,6.0,7,1,2,1,1,2,2,1.33,0.28,11.57,-
楽天,0.0,2,2,0,2,0,0,0,0,0,0,0,12.0,10,0,10,1,0,0,0,0.92,0.238,9.69,-
オリックス,2.2,3,3,0,1,0,0,0,0,0,0,0,16.1,15,1,9,2,0,5,4,1.04,0.246,3.5,-
西武,2.49,5,5,0,2,2,0,0,0,0,0,0,25.1,24,4,12,6,0,7,7,1.18,0.258,2.89,-
