打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,61,19,0.311,2,9,9,0,1,0.394
2打席目,58,15,0.259,3,12,12,0,1,0.38
3打席目,61,16,0.262,3,8,8,0,0,0.348
4打席目,51,16,0.314,1,13,15,0,0,0.47
5打席目以上,21,10,0.476,1,0,5,0,0,0.577
