打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.333,23,97,78,12,26,6,0,4,44,10,6,18,5,0,0,1,0,0,0,0.454,0.564,1.018
Nighter,0.287,52,210,178,16,51,11,1,6,82,31,37,29,0,2,0,1,0,0,0,0.39,0.461,0.851
