球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,753,44.0%,147.5,34,134,167,275,44.5%,9.9%,.284,155,44,2,18,19,1
スライダー,231,13.5%,130.8,40,45,31,72,50.2%,35.1%,.237,59,14,2,16,2,0
フォーク,176,10.3%,135.7,23,15,34,71,40.9%,25.6%,.244,41,10,1,8,4,0
カットボール,176,10.3%,137.9,24,39,26,51,50.6%,27.9%,.286,42,12,2,6,3,1
チェンジアップ,96,5.6%,128.2,14,15,9,35,39.6%,30.4%,.130,23,3,0,2,2,0
ツーシーム,81,4.7%,141.5,6,6,13,32,30.9%,14.0%,.333,24,8,1,1,0,1
カーブ,72,4.2%,115.2,7,12,11,30,41.7%,23.3%,.214,14,3,1,2,0,0
スプリット,62,3.6%,139.2,8,5,15,16,45.2%,19.5%,.250,20,5,0,2,1,0
シュート,19,1.1%,142.2,1,2,7,4,52.6%,7.7%,.667,6,4,0,1,1,0
縦スライダー,13,0.8%,132.3,0,3,2,1,38.5%,0.0%,.000,7,0,0,0,0,0
パワーカーブ,13,0.8%,122.3,2,2,0,5,30.8%,33.3%,.200,5,1,0,1,0,0
シンカー,8,0.5%,130.9,1,2,1,1,50.0%,20.0%,.000,3,0,0,0,0,0
ナックルカーブ,6,0.4%,125.2,0,3,1,2,66.7%,0.0%,-,0,0,0,0,0,0
スクリュー,3,0.2%,132.0,0,1,0,2,33.3%,-%,-,0,0,0,0,0,0
高速スライダー,2,0.1%,136.0,0,0,1,1,50.0%,0.0%,-,0,0,0,0,1,0
スローカーブ,1,0.1%,106.0,0,1,0,0,100.0%,-%,-,0,0,0,0,0,0
ワンシーム,1,0.1%,-,0,0,0,0,0.0%,0.0%,.000,1,0,0,0,0,0
