条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,.313,53,48,15,3,0,3,0,1,1,2,1,0.333
1-0より,.353,20,17,6,3,0,0,0,1,0,1,1,0.368
2-0より,.111,9,9,1,0,0,0,0,0,0,0,0,0.111
3-0より,-,5,0,0,0,0,0,0,5,0,0,0,1.0
0-1より,.239,48,46,11,3,0,1,0,0,2,0,0,0.271
1-1より,.425,41,40,17,2,0,3,0,0,0,1,0,0.425
2-1より,.250,32,32,8,0,1,2,0,0,0,0,0,0.25
3-1より,.500,16,8,4,1,0,0,0,8,0,0,0,0.75
0-2より,.182,34,33,6,0,0,0,13,0,0,0,1,0.176
1-2より,.164,68,67,11,0,0,0,22,0,0,0,1,0.162
2-2より,.274,74,73,20,5,0,0,17,0,0,0,1,0.27
3-2より,.185,47,27,5,3,0,0,5,20,0,0,0,0.532
