打順,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
Day,0.286,39,160,147,9,42,8,0,2,56,14,18,10,0,0,0,3,1,1,0,0.325,0.381,0.706
Nighter,0.245,77,287,253,27,62,12,1,7,97,29,39,25,2,3,4,2,0,1,7,0.318,0.383,0.701
