球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
京セラD大阪,.226,52,193,168,17,38,10,0,3,57,22,27,18,1,2,2,3,1,1,2,.304,.339,0.643
みずほPayPay,.226,10,35,31,4,7,1,0,3,17,4,8,4,0,0,0,0,0,0,0,.314,.548,0.863
エスコンＦ,.417,10,39,36,4,15,3,0,1,21,4,6,3,0,0,0,0,0,0,0,.462,.583,1.045
ZOZOマリン,.379,9,30,29,3,11,2,0,0,13,3,4,0,0,0,1,0,0,0,0,.379,.448,0.828
楽天モバイル,.308,9,42,39,1,12,2,0,1,17,4,2,2,0,0,1,0,0,0,0,.341,.436,0.777
ベルーナドーム,.233,9,34,30,1,7,1,0,0,8,1,3,3,0,0,0,1,0,0,0,.294,.267,0.561
Pa その他,.152,8,35,33,2,5,0,0,0,5,0,3,1,0,1,0,0,0,0,2,.200,.152,0.352
東京ドーム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
甲子園,.333,3,12,12,1,4,0,0,1,7,2,3,0,0,0,0,0,0,0,1,.333,.583,0.917
横浜,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,.182,3,14,11,1,2,1,0,0,3,0,0,3,0,0,0,0,0,1,0,.357,.273,0.63
バンテリンドーム,.273,3,13,11,2,3,0,1,0,5,3,1,1,1,0,0,1,0,0,2,.308,.455,0.762
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
