左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
31.1% (37),31.1% (37),31.1% (37),26.1% (31),26.1% (31),26.1% (31),42.9% (51),42.9% (51),42.9% (51)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
25.0% (10),0.0% (0),34.6% (27),35.0% (14),0.0% (0),21.8% (17),40.0% (16),100.0% (1),43.6% (34)
