アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,41,32.5%,安打,41,73.2%
フライ,38,30.2%,四死球,14,25.0%
空三振,38,30.2%,失策出塁,1,1.8%
見三振,8,6.3%,野選,0,0.0%
犠打,1,0.8%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
