条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.183,123,115,21,2,1,1,1,32,5,3,0,0,0.236
1塁,0.467,16,15,7,2,0,0,2,2,0,0,1,0,0.467
2塁,0.444,11,9,4,0,0,0,2,2,1,1,0,0,0.545
3塁,0.333,6,6,2,0,0,0,3,2,0,0,0,0,0.333
1・2塁,0.4,12,10,4,0,1,0,4,3,2,0,0,0,0.5
1・3塁,0.0,3,1,0,0,0,0,1,1,1,0,0,1,0.333
2・3塁,0.4,6,5,2,0,0,0,3,2,1,0,0,0,0.5
満塁,0.2,5,5,1,1,0,0,2,2,0,0,0,0,0.2
得点圏,0.361,43,36,13,1,1,0,15,12,5,1,0,1,0.442
