チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,.500,2,5,4,1,2,0,0,0,2,0,1,0,0,1,0,0,1,1,0,.600,.500,1.1
阪神,.000,2,5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,.000,.000,0.0
ＤｅＮＡ,.167,3,6,6,0,1,0,1,0,3,0,1,0,0,0,0,0,1,0,1,.167,.500,0.667
広島,-,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-,-,0.0
ヤクルト,.000,3,7,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,.143,.000,0.143
中日,.400,2,6,5,1,2,1,0,0,3,1,2,0,0,0,1,0,0,0,0,.400,.600,1.0
