打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,34,5,0.147,1,7,1,0,0,0.171
2打席目,32,8,0.25,0,9,2,0,1,0.286
3打席目,34,10,0.294,0,12,1,0,0,0.314
4打席目,27,7,0.259,0,5,4,0,0,0.355
5打席目以上,13,4,0.308,0,5,2,0,0,0.4
