条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.257,155,144,37,5,2,1,36,7,3,1,0
対左投手,0.182,27,22,4,0,0,0,10,3,1,0,1
