守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,.216,9,41,37,4,8,2,0,0,10,1,8,2,0,2,0,0,2,1,1,.293,.270,0.563
中堅手,.186,12,47,43,3,8,0,0,1,11,3,13,3,0,0,0,1,2,0,1,.234,.256,0.49
右翼手,.300,14,63,60,7,18,3,1,0,23,9,17,2,0,1,0,0,2,0,2,.333,.383,0.717
指名打者,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
途中出場,.269,51,31,26,6,7,0,1,0,9,5,8,3,0,1,1,0,5,1,0,.367,.346,0.713
