打率.207,試合87,打席204,打数184,得点17,安打38,内安4,内安率10.5,２Ｂ6,３Ｂ2,本塁3,HR勝敗2-1-0,塁打57,打点17,三振56
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
12,2,0,7,1,3,1,75.0,2,0,1,.189,.254,.310,.564
