チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.238,14,23,21,1,5,2,0,0,7,2,5,1,0,0,1,0,0,0,0,0.273,0.333,0.606
阪神,0.179,17,29,28,1,5,0,0,0,5,0,11,0,0,0,1,0,0,1,0,0.179,0.179,0.357
ＤｅＮＡ,0.143,14,31,28,4,4,1,0,0,5,0,8,2,1,0,1,0,1,0,0,0.2,0.179,0.379
広島,0.212,16,38,33,4,7,0,0,0,7,2,11,3,1,0,1,1,1,0,0,0.27,0.212,0.482
中日,0.227,9,25,22,1,5,1,1,0,8,2,5,2,0,0,1,0,0,0,0,0.292,0.364,0.655
