打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,50,12,0.24,1,15,1,1,0,0.255
2打席目,45,9,0.2,2,13,5,2,0,0.28
3打席目,42,9,0.214,0,12,2,2,0,0.25
4打席目,23,4,0.174,0,6,3,2,1,0.259
5打席目以上,6,0,0.0,0,2,1,0,0,0.143
