左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
37.5% (3),37.5% (3),37.5% (3),12.5% (1),12.5% (1),12.5% (1),50.0% (4),50.0% (4),50.0% (4)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
33.3% (1),- (0),40.0% (2),33.3% (1),- (0),0.0% (0),33.3% (1),- (0),60.0% (3)
