打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,96,22,0.229,2,8,6,1,0,0.275
2打席目,98,23,0.235,1,16,3,1,1,0.255
3打席目,93,34,0.366,2,17,5,1,1,0.394
4打席目,84,18,0.214,0,15,7,0,0,0.275
5打席目以上,29,3,0.103,0,8,4,0,0,0.212
