条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.229,292,271,62,10,0,4,43,17,1,2,1
対左投手,0.308,153,143,44,6,0,1,24,2,6,1,1
