防御率6.92,試合8,先発0,救援8,連投(試)1,連投(日)1,勝利0,敗戦0,HLD0,Ｓ0,ＨＰ0,ＳＰ0,救勝0,救敗0,完投0,完封0,無四球0
勝率,回数,被打者,投球数,P/IP,被安,被本,三振,四球,故意四,死球,暴投,ボーク,失点,自責,WHIP,QS率
-,13.0,57,200,15.4,15,3,11,3,0,0,0,0,11,10,1.38,-
