球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,362,42.9%,148.8,26,69,76,112,47.2%,14.4%,.284,88,25,2,14,5,1
カットボール,179,21.2%,140.5,19,34,33,50,48.0%,20.0%,.362,47,17,2,5,2,0
スライダー,150,17.8%,130.2,25,25,22,60,48.0%,38.5%,.162,37,6,2,19,2,1
フォーク,74,8.8%,136.4,10,3,10,31,31.1%,25.0%,.346,26,9,0,6,0,0
カーブ,68,8.1%,120.0,3,25,11,21,57.4%,13.6%,.111,9,1,0,1,1,0
スプリット,9,1.1%,139.6,0,0,5,2,55.6%,0.0%,.000,2,0,0,0,0,0
ツーシーム,2,0.2%,137.5,1,0,1,0,100.0%,50.0%,-,0,0,0,0,0,0
