左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
17.1% (6),17.1% (6),17.1% (6),28.6% (10),28.6% (10),28.6% (10),54.3% (19),54.3% (19),54.3% (19)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
14.3% (1),- (0),17.9% (5),14.3% (1),- (0),32.1% (9),71.4% (5),- (0),50.0% (14)
