条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.114,37,35,4,1,0,0,11,2,0,0,0
対左投手,0.188,16,16,3,1,0,0,5,0,0,0,0
