球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,180,38.1%,144.4,13,37,39,51,49.4%,14.1%,0.224,49,11,1,9,4,0
シンカー,88,18.6%,139.8,10,8,19,24,42.0%,17.9%,0.29,31,9,0,4,1,0
カットボール,66,14.0%,138.8,7,12,12,22,47.0%,21.9%,0.214,14,3,0,5,0,0
スライダー,59,12.5%,132.5,3,10,12,20,42.4%,10.3%,0.133,15,2,0,1,0,0
カーブ,48,10.2%,116.7,0,15,3,23,37.5%,0.0%,0.143,7,1,0,0,0,0
チェンジアップ,31,6.6%,135.9,2,3,3,16,25.8%,16.7%,0.571,7,4,1,0,0,0
