球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
横浜,3.76,11,11,0,5,5,0,0,0,0,0,0,67.0,76,11,49,12,1,29,28,1.31,0.287,3.90,-
東京ドーム,0.00,1,1,0,1,0,0,0,0,0,0,0,8.0,5,0,10,1,0,0,0,0.75,0.172,9.00,-
甲子園,1.80,1,1,0,1,0,0,0,0,0,0,0,5.0,6,0,7,1,0,1,1,1.4,0.273,6.00,-
マツダスタジアム,0.61,4,4,0,1,2,0,0,0,0,0,0,29.1,19,1,15,5,2,11,2,0.82,0.181,1.09,-
神宮,1.80,3,3,0,3,0,0,0,0,0,0,0,20.0,15,2,15,4,2,4,4,0.95,0.211,7.83,-
バンテリンドーム,0.00,2,2,0,2,0,0,0,0,0,0,0,16.0,9,0,17,2,0,0,0,0.69,0.158,1.00,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,2.57,1,1,0,1,0,0,0,0,0,0,0,7.0,7,0,5,1,0,3,2,1.14,0.259,6.75,-
京セラD大阪,2.25,1,1,0,0,1,0,0,0,0,0,0,8.0,5,1,5,0,0,2,2,0.63,0.172,0.00,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
