条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右打者,0.254,127,114,29,6,1,2,17,11,0,2,0
対左打者,0.243,120,103,25,6,0,0,29,8,1,8,0
