種別,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
Home,1.27,20,2,18,2,2,2,0,3,1,1,1,28.1,19,1,20,9,0,4,4,0.99,0.19,1.8,6.11
Visitor,2.93,21,3,18,3,2,1,0,4,3,3,1,30.2,35,1,26,10,1,12,10,1.47,0.299,1.69,2.94
