左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
37.5% (30),37.5% (30),37.5% (30),32.5% (26),32.5% (26),32.5% (26),30.0% (24),30.0% (24),30.0% (24)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
37.5% (9),100.0% (1),36.4% (20),41.7% (10),0.0% (0),29.1% (16),20.8% (5),0.0% (0),34.5% (19)
