チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
阪神,0.3,4,10,10,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0.3,0.3,0.6
ＤｅＮＡ,0.25,12,20,16,0,4,0,0,0,4,0,3,4,0,0,0,0,0,1,1,0.4,0.25,0.65
広島,0.2,3,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4
ヤクルト,0.154,4,14,13,0,2,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0.214,0.154,0.368
中日,0.667,5,7,6,1,4,1,0,1,8,1,1,1,0,0,0,0,0,1,0,0.714,1.333,2.048
