条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛,出塁率
0-0より,0.361,97,97,35,7,0,3,0,0,0,0,0,0.361
1-0より,0.19,42,42,8,1,0,0,0,0,0,0,0,0.19
2-0より,0.214,14,14,3,0,0,0,0,0,0,0,0,0.214
3-0より,0.333,11,3,1,0,0,0,0,8,0,0,0,0.818
0-1より,0.377,55,53,20,2,0,2,0,0,0,0,2,0.364
1-1より,0.213,47,47,10,1,0,1,0,0,0,0,0,0.213
2-1より,0.353,34,34,12,2,1,1,0,0,0,0,0,0.353
3-1より,0.125,17,8,1,1,0,0,0,9,0,0,0,0.588
0-2より,0.205,46,44,9,2,0,0,22,0,0,0,2,0.196
1-2より,0.282,72,71,20,4,0,3,29,0,0,0,1,0.278
2-2より,0.156,65,64,10,2,0,0,21,0,1,0,0,0.169
3-2より,0.292,77,48,14,3,0,2,13,29,0,0,0,0.558
