条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.259,394,355,92,14,1,12,53,35,1,0,3
対左投手,0.3,183,170,51,11,0,0,32,11,0,0,2
