チーム,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
巨人,0.25,2,8,8,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.25,0.375,0.625
阪神,0.083,3,12,12,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0.083,0.083,0.167
ＤｅＮＡ,0.333,3,14,12,2,4,1,0,0,5,2,0,2,0,0,0,0,0,0,0,0.429,0.417,0.845
広島,0.385,3,14,13,2,5,0,0,0,5,0,1,0,0,1,0,0,1,0,0,0.429,0.385,0.813
ヤクルト,0.417,3,14,12,1,5,2,0,0,7,3,2,0,0,0,0,2,0,0,0,0.357,0.583,0.94
中日,0.364,3,13,11,2,4,2,0,1,9,2,2,1,0,0,0,1,0,0,0,0.385,0.818,1.203
