球場,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
エスコンＦ,.271,69,286,258,24,70,12,1,3,93,31,39,24,0,1,0,3,5,0,7,.332,.360,0.693
みずほPayPay,.286,12,47,42,3,12,0,0,1,15,3,9,5,0,0,0,0,0,0,1,.362,.357,0.719
ZOZOマリン,.340,12,52,50,8,17,5,0,2,28,8,6,2,0,0,0,0,0,0,2,.365,.560,0.925
楽天モバイル,.292,13,57,48,12,14,3,0,1,20,8,6,8,0,0,0,1,1,0,0,.386,.417,0.803
京セラD大阪,.268,11,44,41,5,11,1,0,2,18,4,11,3,0,0,0,0,1,1,0,.318,.439,0.757
ベルーナドーム,.191,11,48,47,7,9,0,0,2,15,7,11,1,0,0,0,0,1,0,3,.208,.319,0.527
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
東京ドーム,.125,4,16,16,0,2,1,0,0,3,0,1,0,0,0,0,0,0,0,1,.125,.188,0.313
甲子園,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
横浜,.333,3,14,12,2,4,1,0,0,5,2,0,2,0,0,0,0,0,0,0,.429,.417,0.845
マツダスタジアム,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
神宮,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
バンテリンドーム,.364,3,13,11,2,4,2,0,1,9,2,2,1,0,0,0,1,0,0,0,.385,.818,1.203
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
