守備位置,打率,試合,打席,打数,得点,安打,２Ｂ,３Ｂ,本塁,塁打,打点,三振,四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,失策,出塁率,長打率,OPS
捕手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
一塁手,.287,44,188,167,25,48,6,1,5,71,29,28,19,0,0,0,2,4,0,2,.356,.425,0.782
二塁手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
三塁手,.266,89,382,353,38,94,18,0,7,133,36,56,25,0,1,0,3,4,1,12,.314,.377,0.691
遊撃手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
左翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
中堅手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
右翼手,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0.0
指名打者,.333,1,3,3,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.333,.667,1.0
途中出場,.000,4,4,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,.500,.000,0.5
