打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,119,32,0.269,2,24,13,0,2,0.336
2打席目,127,32,0.252,2,14,6,0,1,0.284
3打席目,123,41,0.333,5,15,9,0,1,0.376
4打席目,110,26,0.236,2,22,17,0,1,0.336
5打席目以上,44,12,0.273,1,9,0,0,0,0.273
