アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,149,42.8%,安打,110,78.6%
フライ,104,29.9%,四死球,24,17.1%
空三振,57,16.4%,失策出塁,6,4.3%
見三振,31,8.9%,野選,0,0.0%
犠打,7,2.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
