球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,1.85,12,12,0,4,5,0,0,0,0,0,0,73.0,58,9,52,9,2,18,15,0.92,0.22,3.60,-
甲子園,6.75,1,1,0,0,1,0,0,0,0,0,0,4.0,6,1,4,0,0,4,3,1.5,0.316,0.00,-
横浜,3.60,3,3,0,0,1,0,0,0,0,0,0,10.0,11,1,5,4,2,5,4,1.5,0.282,2.08,-
マツダスタジアム,4.50,2,2,0,0,1,0,0,0,0,0,0,10.0,13,0,8,1,0,5,5,1.4,0.295,3.75,-
神宮,2.45,2,2,0,1,0,0,0,0,0,0,0,11.0,10,0,8,1,1,3,3,1.0,0.256,3.46,-
バンテリンドーム,1.50,1,1,0,1,0,0,0,0,0,0,0,6.0,4,1,6,1,0,1,1,0.83,0.19,5.14,-
Ce その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
みずほPayPay,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,6.43,1,1,0,0,1,0,0,0,0,0,0,7.0,8,0,5,3,0,6,5,1.57,0.276,3.38,-
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
