左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
30.8% (8),30.8% (8),30.8% (8),30.8% (8),30.8% (8),30.8% (8),38.5% (10),38.5% (10),38.5% (10)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
12.5% (1),- (0),38.9% (7),37.5% (3),- (0),27.8% (5),50.0% (4),- (0),33.3% (6)
