アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,1,12.5%,安打,1,25.0%
フライ,3,37.5%,四死球,3,75.0%
空三振,3,37.5%,失策出塁,0,0.0%
見三振,0,0.0%,野選,0,0.0%
犠打,1,12.5%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
