アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,4,28.6%,安打,4,100.0%
フライ,2,14.3%,四死球,0,0.0%
空三振,6,42.9%,失策出塁,0,0.0%
見三振,1,7.1%,野選,0,0.0%
犠打,1,7.1%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
