打率.293,試合87,打席299,打数266,得点25,安打78,内安5,内安率6.4,２Ｂ9,３Ｂ0,本塁8,HR勝敗7-1-0,塁打111,打点39,三振44
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
25,2,1,6,1,0,1,0.0,5,2,4,.359,.355,.417,.772
