条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.118,95,85,10,5,0,0,0,18,9,1,0,0,0.211
1塁,0.278,38,36,10,2,0,2,4,9,1,0,1,0,0.297
2塁,0.286,15,14,4,1,0,0,1,2,1,0,0,0,0.333
3塁,1.0,4,3,3,1,0,0,3,0,1,0,0,0,1.0
1・2塁,0.3,11,10,3,1,0,0,2,1,1,0,0,0,0.364
1・3塁,0.286,9,7,2,0,0,0,2,4,2,0,0,0,0.444
2・3塁,0.429,8,7,3,1,0,1,8,1,0,0,0,1,0.375
満塁,0.0,4,4,0,0,0,0,0,1,0,0,0,0,0.0
得点圏,0.333,51,45,15,4,0,1,16,9,5,0,0,1,0.392
