球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
シュート,390,53.4%,148.9,38,69,87,97,49.7%,17.0%,.280,107,30,1,12,6,1
スライダー,188,25.8%,133.5,31,34,19,84,44.7%,44.3%,.111,36,4,1,16,2,0
ストレート,79,10.8%,149.6,4,15,8,34,34.2%,13.3%,.500,18,9,1,1,2,0
フォーク,42,5.8%,140.6,5,0,5,25,23.8%,29.4%,.222,9,2,0,2,0,0
カーブ,25,3.4%,128.4,5,2,5,9,48.0%,35.7%,.000,11,0,0,7,1,0
カットボール,5,0.7%,138.8,0,0,2,3,40.0%,0.0%,-,0,0,0,0,0,1
チェンジアップ,1,0.1%,136.0,0,0,0,1,0.0%,-%,-,0,0,0,0,0,0
