球場,防御率,試合,先発,救援,勝利,敗戦,HLD,Ｓ,ＨＰ,ＳＰ,救勝,救敗,回数,被安,被本,三振,四球,死球,失点,自責,WHIP,被打率,援護率,IPR
東京ドーム,0.84,27,0,27,0,1,15,0,15,0,0,1,21.1,20,1,13,8,0,3,2,1.31,0.256,-,7.11
甲子園,10.80,6,0,6,0,1,2,0,2,0,0,1,3.1,6,0,2,4,0,4,4,3.0,0.462,-,0.83
横浜,3.00,6,0,6,0,0,4,0,4,0,0,0,6.0,4,2,4,4,0,2,2,1.33,0.211,-,3.00
マツダスタジアム,0.00,5,0,5,0,0,2,0,2,0,0,0,4.0,2,0,3,0,0,0,0,0.5,0.154,-,99.00
神宮,0.00,6,0,6,0,0,4,0,4,0,0,0,5.1,3,0,6,1,0,0,0,0.75,0.158,-,99.00
バンテリンドーム,1.50,6,0,6,1,0,5,0,6,1,1,0,6.0,5,0,7,0,1,1,1,0.83,0.227,-,6.00
Ce その他,0.00,1,0,1,0,0,1,0,1,0,0,0,0.1,0,0,1,0,0,0,0,0.0,0.0,-,99.00
みずほPayPay,20.25,2,0,2,0,1,1,0,1,0,0,1,1.1,4,0,0,1,1,3,3,3.75,0.571,-,0.44
エスコンＦ,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
ZOZOマリン,0.00,1,0,1,0,0,0,0,0,0,0,0,1.0,1,0,1,0,0,0,0,1.0,0.25,-,99.00
楽天モバイル,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
京セラD大阪,0.00,2,0,2,0,0,2,0,2,0,0,0,2.0,0,0,1,2,0,0,0,1.0,0.0,-,99.00
ベルーナドーム,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
Pa その他,-,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,-,-
