球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,被打率,被打数,被安,被本,奪三振,与四球,与死球
ストレート,703,40.9%,148.1,34,129,205,201,52.3%,9.1%,0.242,165,40,3,33,7,0
フォーク,577,33.6%,136.2,115,74,130,152,55.3%,32.8%,0.157,159,25,2,54,9,0
スライダー,231,13.4%,128.1,21,55,31,90,46.3%,24.4%,0.263,38,10,1,4,2,0
カットボール,89,5.2%,138.9,8,14,23,26,50.6%,16.3%,0.1,20,2,0,2,2,0
カーブ,57,3.3%,122.3,1,15,5,29,36.8%,7.7%,0.25,8,2,1,1,0,1
チェンジアップ,35,2.0%,129.9,4,9,1,20,40.0%,66.7%,0.0,1,0,0,0,0,0
ツーシーム,20,1.2%,143.3,1,3,7,7,55.0%,10.0%,0.5,2,1,0,0,0,0
縦スライダー,7,0.4%,131.1,0,0,4,2,57.1%,0.0%,0.0,1,0,0,0,0,0
