アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,101,32.4%,安打,80,75.5%
フライ,114,36.5%,四死球,21,19.8%
空三振,79,25.3%,失策出塁,5,4.7%
見三振,15,4.8%,野選,0,0.0%
犠打,3,1.0%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
