条件,打率,打席,打数,安打,2塁,3塁,本塁,三振,四球,死球,犠打,犠飛
対右投手,0.235,57,51,12,0,1,1,11,6,0,0,0
対左投手,0.333,12,12,4,0,0,0,3,0,0,0,0
