条件,打率,打席,打数,安打,2塁,3塁,本塁,打点,三振,四球,死球,犠打,犠飛,出塁率
無し,0.262,45,42,11,0,1,1,1,7,3,0,0,0,0.311
1塁,0.143,9,7,1,0,0,0,0,0,2,0,0,0,0.333
2塁,0.167,6,6,1,0,0,0,0,3,0,0,0,0,0.167
3塁,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0.0
1・2塁,0.5,2,2,1,0,0,0,1,0,0,0,0,0,0.5
1・3塁,1.0,1,1,1,0,0,0,1,0,0,0,0,0,1.0
2・3塁,0.0,3,2,0,0,0,0,0,2,1,0,0,0,0.333
満塁,0.5,2,2,1,0,0,0,1,1,0,0,0,0,0.5
得点圏,0.286,15,14,4,0,0,0,3,7,1,0,0,0,0.333
