左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
50.0% (9),50.0% (9),50.0% (9),16.7% (3),16.7% (3),16.7% (3),33.3% (6),33.3% (6),33.3% (6)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
50.0% (1),- (0),50.0% (8),50.0% (1),- (0),12.5% (2),0.0% (0),- (0),37.5% (6)
