アウト内容,アウト内容.1,アウト内容.2,出塁内容,出塁内容.1,出塁内容.2
結果,総数,割合,結果,総数,割合
ゴロ,51,33.1%,安打,42,75.0%
フライ,41,26.6%,四死球,13,23.2%
空三振,49,31.8%,失策出塁,1,1.8%
見三振,11,7.1%,野選,0,0.0%
犠打,2,1.3%,打・走妨,0,0.0%
守備妨,0,0.0%,,,
