打率.247,試合100,打席332,打数295,得点32,安打73,内安7,内安率9.6,２Ｂ10,３Ｂ7,本塁7,HR勝敗6-1-0,塁打118,打点39,三振69
四球,敬遠,死球,犠打,犠飛,盗塁,盗塁死,成功率,失策,捕逸,併殺打,得点圏,出塁率,長打率,OPS
21,0,10,4,2,5,0,100.0,13,0,4,.348,.317,.400,.717
