球種,球数,割合,平均球速 (km/h),空振り,見逃し,ファウル,ボール,ストライク 割合,Whiff%,打率,打数,安打,ＨＲ,三振,四球,死球
ストレート,574,45.7%,148.0,45,107,111,221,45.8%,18.3%,.221,122,27,3,34,11,4
スライダー,140,11.2%,130.9,21,15,35,37,50.7%,23.9%,.324,37,12,1,5,1,1
フォーク,135,10.8%,135.8,22,13,23,45,43.0%,28.6%,.308,39,12,1,8,1,1
チェンジアップ,93,7.4%,134.1,13,7,15,39,37.6%,27.7%,.120,25,3,1,6,2,1
カットボール,76,6.1%,137.5,8,13,15,24,47.4%,20.5%,.294,17,5,0,2,2,1
カーブ,65,5.2%,116.8,9,16,6,19,47.7%,30.0%,.333,18,6,0,3,0,0
スプリット,49,3.9%,139.8,12,5,8,17,51.0%,44.4%,.167,12,2,0,5,1,0
ツーシーム,41,3.3%,140.9,3,7,4,18,34.1%,18.8%,.200,10,2,0,2,2,0
シンカー,35,2.8%,134.7,9,4,4,11,48.6%,45.0%,.250,8,2,1,2,1,0
パワーカーブ,15,1.2%,123.6,0,5,2,8,46.7%,0.0%,-,0,0,0,0,0,1
シュート,13,1.0%,138.9,0,2,3,6,38.5%,0.0%,.500,2,1,0,0,0,0
縦スライダー,11,0.9%,132.4,1,1,3,4,45.5%,16.7%,.500,2,1,0,0,0,1
ナックルカーブ,7,0.6%,120.7,1,1,2,2,57.1%,25.0%,.000,2,0,0,1,0,0
パーム,1,0.1%,121.0,1,0,0,0,100.0%,100.0%,.000,1,0,0,1,0,0
