左方向,左方向.1,左方向.2,中方向,中方向.1,中方向.2,右方向,右方向.1,右方向.2
28.3% (63),28.3% (63),28.3% (63),26.0% (58),26.0% (58),26.0% (58),45.7% (102),45.7% (102),45.7% (102)
安打,本塁,凡打,安打,本塁,凡打,安打,本塁,凡打
16.7% (11),0.0% (0),34.7% (52),34.8% (23),14.3% (1),22.7% (34),48.5% (32),85.7% (6),42.7% (64)
