打席数,打数,安打,打率,本塁,三振,四死,犠打,犠飛,出塁率
1打席目,79,18,0.228,0,15,6,1,1,0.279
2打席目,70,18,0.257,2,16,14,1,1,0.376
3打席目,75,19,0.253,2,16,4,1,0,0.291
4打席目,45,13,0.289,2,13,6,0,0,0.373
5打席目以上,13,3,0.231,1,4,0,1,0,0.231
